@relation userId_ratingsCount_sotedById

@attribute user_id numeric
@attribute ratings_count numeric

@data
974823, 2402
980292, 2318
981199, 2200
981753, 3009
983069, 2457
992021, 2431
998236, 2814
998502, 2585
1001129, 6684
1001928, 3268
1002509, 3091
1002943, 2391
1007577, 2576
1009622, 2104
1018379, 2139
1026933, 3049
1028463, 4656
1029163, 3720
1030857, 2880
1033433, 2351
1033930, 3572
1034831, 2306
1037245, 5689
1037705, 2852
1038880, 3044
1039555, 2114
1042938, 2662
1044050, 2413
1045879, 2892
1047830, 2106
1054564, 2366
1057992, 2299
1060057, 2363
1061195, 5748
1065445, 2208
1072312, 2849
1072585, 2615
1073300, 2400
1086481, 2982
1087416, 2193
1087944, 2435
1092521, 2997
1092677, 2186
1099833, 2186
1103080, 2182
1105029, 4575
1105686, 2177
1106241, 2549
1107588, 3144
1109043, 2326
1109700, 2123
1110156, 4761
1110164, 2280
1112365, 2326
1114324, 8322
1114342, 2470
1115451, 2338
1116080, 2981
1117152, 2964
1119113, 2346
1120091, 2121
1123175, 2727
1123618, 2725
1130133, 2264
1130380, 2196
1132940, 2199
1134379, 2313
1139570, 3409
1143750, 2686
1146000, 3571
1147641, 2509
1150705, 2165
1156852, 2611
1161725, 2118
1166912, 3702
1167767, 2179
1172980, 2191
1173289, 2378
1174530, 2413
1174811, 2337
1177340, 2407
1178846, 2211
1179117, 2856
1181550, 2609
1181558, 2322
1181609, 2149
1184498, 3122
1184537, 2354
1189269, 2721
1190829, 2982
1191408, 2154
1194911, 2435
1197233, 2135
1197493, 2176
1200256, 2293
1201695, 2151
1205174, 3654
1207990, 2237
1210199, 2163
1220170, 3025
1223912, 2604
1224299, 2807
1226844, 2199
1227322, 4752
1229628, 2601
1232164, 2130
1232251, 2146
1233297, 3640
1238184, 2741
1242044, 2327
1251664, 2218
1253619, 2202
1255703, 2522
1257336, 3346
1257454, 2636
1268483, 2095
1268699, 3399
1272379, 4288
1274035, 2466
1275094, 2389
1275275, 2135
1276711, 2154
1279360, 2647
1280761, 2113
1282217, 2676
1284016, 2714
1287892, 2561
1293514, 2088
1294425, 2311
1296679, 2241
1297347, 2235
1298511, 4731
1299355, 2157
1299887, 5841
1300759, 4797
1301819, 3231
1309838, 2933
1310250, 2260
1310425, 2662
1312661, 2236
1313126, 2145
1314869, 9740
1317671, 3335
1327900, 2209
1329904, 2167
1334853, 2721
1337026, 2248
1348456, 2194
1351421, 2448
1357209, 2740
1365840, 2198
1370564, 3293
1374197, 3187
1380915, 2919
1383836, 2276
1385788, 2484
1392942, 2252
1393159, 2165
1397843, 2394
1398256, 2504
1399249, 2463
1403217, 6844
1409104, 2116
1413367, 2339
1416836, 2177
1420020, 2538
1420308, 2769
1421913, 2459
1424487, 2277
1428930, 2330
1430108, 2464
1431356, 3557
1435891, 2323
1436780, 2137
1439882, 2103
1444777, 2161
1446775, 2194
1449358, 2154
1452127, 3510
1452669, 2636
1456579, 2489
1458854, 2397
1459727, 2175
1461435, 9822
1470123, 4124
1473980, 6790
1477153, 2092
1480571, 2416
1480781, 2379
1480900, 2837
1484157, 2590
1486829, 2320
1486956, 2154
1488844, 2206
1488926, 2107
1489224, 2372
1490538, 2582
1494683, 3228
1495111, 2652
1509395, 3722
1510091, 2305
1515355, 3172
1516350, 3749
1519378, 4108
1519692, 2495
1520166, 2292
1526365, 2417
1528604, 2800
1532336, 3340
1533807, 2173
1538355, 2195
1545709, 2779
1548363, 2606
1556831, 3262
1557557, 3454
1558286, 2574
1559022, 2468
1559083, 3617
1559165, 2397
1561134, 2797
1563698, 2488
1563935, 3846
1565175, 2252
1567202, 3029
1567970, 3013
1569593, 2884
1573228, 2474
1575462, 2485
1578801, 2294
1582952, 2890
1583631, 2493
1596469, 2252
1599243, 2241
1602153, 4415
1605580, 2260
1610234, 2270
1611056, 2251
1612901, 4333
1615850, 2415
1616870, 2857
1625122, 2433
1627955, 2962
1629440, 2830
1629801, 2352
1635582, 2124
1639792, 9767
1640334, 2735
1642678, 2159
1643146, 2729
1645904, 2695
1650301, 2571
1660348, 2816
1661344, 3066
1662098, 2266
1662714, 2562
1663694, 2423
1663888, 7080
1664010, 15813
1672832, 2288
1673185, 5144
1675680, 2617
1684232, 2735
1684416, 2699
1696308, 2181
1704223, 2834
1706873, 2273
1707198, 4183
1710658, 5533
1719610, 2221
1720861, 2471
1726438, 2194
1727232, 2425
1728944, 2173
1733406, 2253
1737149, 2953
1741099, 2541
1741303, 2352
1743756, 2111
1744889, 2686
1745107, 2880
1757328, 3101
1758002, 2102
1762695, 2703
1769985, 2378
1771252, 3099
1771365, 2253
1777406, 3480
1777614, 2454
1782185, 2254
1783225, 2136
1784150, 4926
1785209, 2545
1788346, 2520
1790158, 2120
1792741, 6349
1800459, 2195
1800701, 2563
1801528, 2118
1806515, 5867
1812378, 2231
1813197, 2448
1814136, 2091
1814516, 2425
1815129, 2254
1816884, 2941
1818059, 2862
1819462, 4017
1820960, 2367
1821474, 2332
1823645, 2434
1827859, 2295
1828803, 2214
1829748, 2576
1830000, 3003
1832073, 2262
1841531, 2088
1847613, 2191
1848938, 2302
1852040, 6719
1854658, 2207
1859573, 2685
1865249, 2756
1867238, 2454
1872980, 3074
1875549, 3099
1876520, 4327
1877483, 2327
1878798, 2513
1880039, 2227
1887657, 2546
1899913, 2138
1902838, 4407
1903324, 3953
1906611, 2144
1907667, 3006
1913414, 2875
1914525, 2152
1919269, 2406
1927580, 5413
1932377, 2185
1932594, 8880
1933317, 2785
1934002, 3067
1935592, 2280
1935793, 4659
1939431, 2192
1945809, 2880
1949871, 2883
1951144, 2174
1952860, 2323
1955660, 2166
1957786, 2570
1977959, 4947
1978089, 3256
1979820, 2680
1984086, 3851
1984315, 3813
1984978, 2145
1986034, 3214
1988192, 2486
1988735, 3219
1992205, 2113
1995860, 2803
1998055, 2716
1999176, 2806
2000256, 2100
2005241, 2432
2012897, 2500
2018894, 3127
2019240, 2593
2021377, 2097
2023518, 2258
2023883, 2428
2024111, 2346
2029858, 2588
2029979, 2861
2030523, 2163
2033070, 2231
2035299, 3333
2035595, 2390
2037693, 2262
2039272, 2112
2040853, 2123
2040859, 4343
2041854, 2741
2043149, 2132
2043555, 2294
2043784, 2620
2049734, 2498
2056022, 8387
2059696, 2205
2061495, 4278
2062350, 4679
2069442, 2306
2070798, 2855
2077046, 2104
2083367, 4729
2086265, 2113
2089599, 3229
2099446, 3020
2100574, 2376
2101288, 2583
2102030, 4017
2102846, 2379
2103029, 2151
2107068, 2188
2110107, 2298
2110645, 2313
2118461, 14831
2118885, 2110
2119007, 3449
2120864, 2110
2120912, 2117
2124351, 2722
2125368, 2120
2126215, 2221
2127108, 2787
2133714, 2128
2136526, 2121
2136927, 2455
2141105, 2203
2143500, 5940
2144655, 2223
2145441, 2147
2147527, 5996
2147714, 2884
2150746, 3929
2152273, 2173
2152465, 2110
2153721, 2430
2155681, 3069
2157060, 3534
2161899, 2319
2166018, 2483
2171187, 2831
2174151, 2381
2176465, 4007
2185614, 2648
2194079, 2895
2198070, 2110
2198123, 2365
2203225, 2663
2205259, 2133
2205594, 2394
2207031, 2976
2209351, 2513
2217731, 2880
2218735, 2882
2220732, 3461
2225743, 3391
2226510, 2608
2226525, 2477
2232041, 2300
2232563, 2649
2237185, 5249
2237988, 2413
2238060, 5827
2243435, 2110
2244849, 2432
2248080, 3523
2250323, 2496
2251582, 2514
2254751, 2718
2255880, 3470
2256485, 4370
2256731, 2867
2257189, 2226
2260788, 2444
2260832, 3259
2264426, 2120
2266083, 3176
2268573, 2997
2278766, 2250
2282041, 2757
2284890, 3309
2286189, 2094
2289197, 2363
2290732, 2453
2291170, 2639
2291306, 4953
2295594, 2147
2297136, 3734
2299661, 3207
2299951, 2510
2312349, 2161
2315012, 4127
2316337, 2123
2320697, 3151
2327743, 3676
2328511, 2491
2329026, 3111
2332765, 2117
2339135, 2649
2345098, 2231
2349412, 2405
2350588, 2391
2354740, 2521
2356870, 2217
2360906, 2853
2365581, 2272
2366006, 2279
2366462, 2564
2372141, 2182
2375169, 2316
2375962, 3298
2376301, 2487
2378918, 2126
2385435, 2539
2387463, 2318
2388205, 2186
2389367, 2990
2393478, 2399
2394024, 2449
2394704, 2198
2398061, 2290
2398923, 2663
2401585, 2537
2404142, 2832
2406705, 2418
2409465, 2387
2417531, 2518
2429294, 2772
2430041, 2879
2433610, 2879
2438449, 3165
2439493, 16565
2442646, 2461
2446249, 2563
2450433, 3134
2450942, 2381
2455281, 2196
2455340, 2122
2457095, 6169
2457720, 2175
2460347, 4026
2463759, 2622
2464081, 2838
2465236, 2159
2472640, 2165
2475820, 3137
2479320, 2966
2484944, 2871
2485642, 3662
2488357, 3098
2491620, 2199
2494753, 2758
2495474, 2330
2495584, 2471
2499884, 2871
2503887, 2293
2509048, 2494
2509588, 2148
2511278, 2523
2513621, 2210
2513873, 2092
2514777, 3365
2518947, 2171
2519299, 3293
2519865, 2451
2520506, 2685
2523426, 2650
2524669, 2173
2526414, 2418
2531844, 2256
2534061, 3231
2535052, 2751
2535512, 2527
2536114, 2251
2536547, 2379
2537543, 4475
2538506, 3158
2538567, 2575
2540684, 2315
2541025, 2423
2541385, 3301
2545730, 2450
2549238, 2186
2550506, 2531
2551641, 2303
2552315, 2099
2552319, 2881
2554035, 2184
2554745, 3208
2556305, 2156
2566515, 2669
2584252, 2280
2584676, 3568
2584980, 2333
2588416, 2298
2588510, 3207
2588755, 2818
2598028, 2135
2598647, 2105
2599262, 2238
2600558, 2743
2600868, 2124
2601377, 2312
2602249, 3974
2604976, 3306
2606799, 9064
2607300, 2203
2621201, 2102
2621962, 2087
2625420, 6209
2626336, 3079
2630337, 2560
2634967, 3465
2636478, 2286
2637886, 2223
2640278, 2171
2640550, 2326
2640760, 2203
2645579, 2636
