@relation originalUserId_trainingSubsetId_mapping

@attribute original_id numeric
@attribute training_subset_id numeric

@data
1184537, 475
1189269, 476
1190829, 477
1191408, 478
1194911, 479
1197233, 480
1197493, 481
1200256, 482
1201695, 483
1205174, 484
1207990, 485
1210199, 486
1220170, 487
1223912, 488
1224299, 489
1226844, 490
1227322, 491
1229628, 492
1232164, 493
1232251, 494
1233297, 495
1238184, 496
1242044, 497
1251664, 498
1253619, 499
1255703, 500
1257336, 501
1257454, 502
1268483, 503
1268699, 504
1272379, 505
1274035, 506
1275094, 507
1275275, 508
1276711, 509
1279360, 510
1280761, 511
1282217, 512
1284016, 513
1287892, 514
1293514, 515
1294425, 516
1296679, 517
1297347, 518
1298511, 519
1299355, 520
1299887, 521
1300759, 522
1301819, 523
1309838, 524
1310250, 525
1310425, 526
1312661, 527
1313126, 528
1314869, 529
1317671, 530
1327900, 531
1329904, 532
1334853, 533
1337026, 534
1348456, 535
1351421, 536
1357209, 537
1365840, 538
1370564, 539
1374197, 540
1380915, 541
1383836, 542
1385788, 543
1392942, 544
1393159, 545
1397843, 546
1398256, 547
1399249, 548
1403217, 549
1409104, 550
1413367, 551
1416836, 552
1420020, 553
1420308, 554
1421913, 555
1424487, 556
1428930, 557
1430108, 558
1431356, 559
1435891, 560
1436780, 561
1439882, 562
1444777, 563
1446775, 564
1449358, 565
1452127, 566
1452669, 567
1456579, 568
1458854, 569
1459727, 570
1461435, 571
1470123, 572
1473980, 573
1477153, 574
1480571, 575
1480781, 576
1480900, 577
1484157, 578
1486829, 579
1486956, 580
1488844, 581
1488926, 582
1489224, 583
1490538, 584
1494683, 585
1495111, 586
1509395, 587
1510091, 588
1515355, 589
1516350, 590
1519378, 591
1519692, 592
1520166, 593
1526365, 594
1528604, 595
1532336, 596
1533807, 597
1538355, 598
1545709, 599
1548363, 600
1556831, 601
1557557, 602
1558286, 603
1559022, 604
1559083, 605
1559165, 606
1561134, 607
1563698, 608
1563935, 609
1565175, 610
1567202, 611
1567970, 612
1569593, 613
1573228, 614
1575462, 615
1578801, 616
1582952, 617
1583631, 618
1596469, 619
1599243, 620
1602153, 621
1605580, 622
1610234, 623
1611056, 624
1612901, 625
1615850, 626
1616870, 627
1625122, 628
1627955, 629
1629440, 630
1629801, 631
1635582, 632
1639792, 633
1640334, 634
1642678, 635
1643146, 636
1645904, 637
1650301, 638
1660348, 639
1661344, 640
1662098, 641
1662714, 642
1663694, 643
1663888, 644
1664010, 645
1672832, 646
1673185, 647
1675680, 648
1684232, 649
1684416, 650
1696308, 651
1704223, 652
1706873, 653
1707198, 654
1710658, 655
1719610, 656
1720861, 657
1726438, 658
1727232, 659
1728944, 660
1733406, 661
1737149, 662
1741099, 663
1741303, 664
1743756, 665
1744889, 666
1745107, 667
1757328, 668
1758002, 669
1762695, 670
1769985, 671
1771252, 672
1771365, 673
1777406, 674
1777614, 675
1782185, 676
1783225, 677
1784150, 678
1785209, 679
1788346, 680
1790158, 681
1792741, 682
1800459, 683
1800701, 684
1801528, 685
1806515, 686
1812378, 687
1813197, 688
1814136, 689
1814516, 690
1815129, 691
1816884, 692
1818059, 693
1819462, 694
1820960, 695
1821474, 696
1823645, 697
1827859, 698
1828803, 699
1829748, 700
1830000, 701
1832073, 702
1841531, 703
1847613, 704
1848938, 705
1852040, 706
1854658, 707
1859573, 708
1865249, 709
1867238, 710
1872980, 711
1875549, 712
1876520, 713
1877483, 714
1878798, 715
1880039, 716
1887657, 717
1899913, 718
1902838, 719
1903324, 720
1906611, 721
1907667, 722
1913414, 723
1914525, 724
1919269, 725
1927580, 726
1932377, 727
1932594, 728
1933317, 729
1934002, 730
1935592, 731
1935793, 732
1939431, 733
1945809, 734
1949871, 735
1951144, 736
1952860, 737
1955660, 738
1957786, 739
1977959, 740
1978089, 741
1979820, 742
1984086, 743
1984315, 744
1984978, 745
1986034, 746
1988192, 747
1988735, 748
1992205, 749
1995860, 750
1998055, 751
1999176, 752
2000256, 753
2005241, 754
2012897, 755
2018894, 756
2019240, 757
2021377, 758
2023518, 759
2023883, 760
2024111, 761
2029858, 762
2029979, 763
2030523, 764
2033070, 765
2035299, 766
2035595, 767
2037693, 768
2039272, 769
2040853, 770
2040859, 771
2041854, 772
2043149, 773
2043555, 774
2043784, 775
2049734, 776
2056022, 777
2059696, 778
2061495, 779
2062350, 780
2069442, 781
2070798, 782
2077046, 783
2083367, 784
2086265, 785
2089599, 786
2099446, 787
2100574, 788
2101288, 789
2102030, 790
2102846, 791
2103029, 792
2107068, 793
2110107, 794
2110645, 795
2118461, 796
2118885, 797
2119007, 798
2120864, 799
2120912, 800
2124351, 801
2125368, 802
2126215, 803
2127108, 804
2133714, 805
2136526, 806
2136927, 807
2141105, 808
2143500, 809
2144655, 810
2145441, 811
2147527, 812
2147714, 813
2150746, 814
2152273, 815
2152465, 816
2153721, 817
2155681, 818
2157060, 819
2161899, 820
2166018, 821
2171187, 822
2174151, 823
2176465, 824
2185614, 825
2194079, 826
2198070, 827
2198123, 828
2203225, 829
2205259, 830
2205594, 831
2207031, 832
2209351, 833
2217731, 834
2218735, 835
2220732, 836
2225743, 837
2226510, 838
2226525, 839
2232041, 840
2232563, 841
2237185, 842
2237988, 843
2238060, 844
2243435, 845
2244849, 846
2248080, 847
2250323, 848
2251582, 849
2254751, 850
2255880, 851
2256485, 852
2256731, 853
2257189, 854
2260788, 855
2260832, 856
2264426, 857
2266083, 858
2268573, 859
2278766, 860
2282041, 861
2284890, 862
2286189, 863
2289197, 864
2290732, 865
2291170, 866
2291306, 867
2295594, 868
2297136, 869
2299661, 870
2299951, 871
2312349, 872
2315012, 873
2316337, 874
2320697, 875
2327743, 876
2328511, 877
2329026, 878
2332765, 879
2339135, 880
2345098, 881
2349412, 882
2350588, 883
2354740, 884
2356870, 885
2360906, 886
2365581, 887
2366006, 888
2366462, 889
2372141, 890
2375169, 891
2375962, 892
2376301, 893
2378918, 894
2385435, 895
2387463, 896
2388205, 897
2389367, 898
2393478, 899
2394024, 900
2394704, 901
2398061, 902
2398923, 903
2401585, 904
2404142, 905
2406705, 906
2409465, 907
2417531, 908
2429294, 909
2430041, 910
2433610, 911
2438449, 912
2439493, 913
2442646, 914
2446249, 915
2450433, 916
2450942, 917
2455281, 918
2455340, 919
2457095, 920
2457720, 921
2460347, 922
2463759, 923
2464081, 924
2465236, 925
2472640, 926
2475820, 927
2479320, 928
2484944, 929
2485642, 930
2488357, 931
2491620, 932
2494753, 933
2495474, 934
2495584, 935
2499884, 936
2503887, 937
2509048, 938
2509588, 939
2511278, 940
2513621, 941
2513873, 942
2514777, 943
2518947, 944
2519299, 945
2519865, 946
2520506, 947
2523426, 948
2524669, 949
2526414, 950
2531844, 951
2534061, 952
2535052, 953
2535512, 954
2536114, 955
2536547, 956
2537543, 957
2538506, 958
2538567, 959
2540684, 960
2541025, 961
2541385, 962
2545730, 963
2549238, 964
2550506, 965
2551641, 966
2552315, 967
2552319, 968
2554035, 969
2554745, 970
2556305, 971
2566515, 972
2584252, 973
2584676, 974
2584980, 975
2588416, 976
2588510, 977
2588755, 978
2598028, 979
2598647, 980
2599262, 981
2600558, 982
2600868, 983
2601377, 984
2602249, 985
2604976, 986
2606799, 987
2607300, 988
2621201, 989
2621962, 990
2625420, 991
2626336, 992
2630337, 993
2634967, 994
2636478, 995
2637886, 996
2640278, 997
2640550, 998
2640760, 999
2645579, 1000
