@relation movidId_ratesCount_avgRate

@attribute movie_id numeric
@attribute ratings_count numeric
@attribute rating_avg numeric

@data
6347, 61059, 2.99
13580, 61039, 3.82
1561, 61019, 3.48
13302, 60889, 4.0
13052, 60861, 3.84
2743, 60787, 4.12
16740, 60612, 3.41
9768, 60544, 3.51
3538, 60471, 3.69
10785, 60425, 3.62
468, 60415, 3.52
6833, 59968, 3.77
1073, 59518, 4.07
15764, 59352, 2.91
17622, 59296, 3.09
1615, 59137, 3.81
17215, 59078, 3.84
13593, 59047, 4.18
10832, 58837, 3.94
16113, 58832, 3.23
4670, 58624, 2.86
15758, 58576, 4.07
7155, 58567, 3.72
17405, 58563, 3.52
4705, 58536, 3.51
788, 58527, 3.76
1719, 58364, 3.08
13636, 58272, 3.92
3433, 58149, 3.39
12244, 58059, 3.11
5515, 57954, 4.12
6739, 57941, 4.24
4698, 57766, 3.34
11165, 57445, 3.8
14940, 57428, 3.46
17328, 57423, 4.12
9800, 57375, 3.25
8840, 57033, 3.96
1810, 56918, 3.7
16793, 56893, 3.92
482, 56504, 3.79
5787, 56451, 3.94
4315, 56213, 3.47
6482, 56160, 3.36
5991, 56147, 3.6
5788, 56102, 4.02
9828, 56004, 3.86
6464, 55964, 3.4
1975, 55740, 2.86
12355, 55610, 2.96
4302, 55605, 3.85
14185, 55444, 4.15
17387, 55443, 3.42
6760, 55428, 3.3
16872, 55322, 4.07
4883, 54974, 3.28
3864, 54922, 4.24
11663, 54845, 3.49
7040, 54797, 3.28
12305, 54794, 3.79
2470, 54617, 3.57
5775, 54444, 3.77
7416, 54347, 4.13
2465, 54193, 3.87
11198, 54144, 3.79
7971, 54124, 3.29
12476, 53993, 3.46
17330, 53937, 3.44
16969, 53892, 3.93
9591, 53799, 3.51
8954, 53786, 3.77
13082, 53759, 3.97
17431, 53365, 3.89
5239, 53163, 3.72
14856, 53163, 3.78
13471, 52957, 3.41
5169, 52939, 3.82
5793, 52848, 3.56
1650, 52470, 3.49
4227, 52388, 3.67
3385, 52315, 3.33
14606, 52175, 3.04
16604, 52160, 3.96
11209, 52125, 3.72
4056, 52025, 2.99
2617, 51948, 3.08
15702, 51915, 3.9
8376, 51871, 3.41
2290, 51856, 4.18
12690, 51736, 3.8
3782, 51622, 3.36
11888, 51611, 3.79
10275, 51483, 3.58
16522, 51459, 3.61
4661, 51392, 3.25
15919, 51344, 3.37
13673, 51306, 4.35
9442, 51262, 3.56
14527, 51228, 3.45
6994, 51091, 3.57
7627, 51048, 2.95
6631, 50982, 3.08
6552, 50975, 3.13
15233, 50870, 3.21
13392, 50850, 3.82
8159, 50665, 3.72
6366, 50638, 3.53
11315, 50411, 3.77
2699, 50353, 3.44
10921, 50321, 3.08
14047, 50244, 3.54
2209, 50202, 3.75
2462, 50196, 3.69
3713, 49969, 3.63
12778, 49835, 3.7
4847, 49636, 4.06
12090, 49565, 3.43
7590, 49456, 3.72
13622, 49419, 3.86
6860, 49116, 3.78
14274, 49038, 3.03
16901, 49009, 3.27
15818, 48940, 3.67
4262, 48877, 3.55
9939, 48775, 3.43
406, 48617, 3.76
16565, 48577, 3.43
2430, 48496, 4.11
12500, 48419, 3.69
17295, 48415, 3.26
7330, 48260, 3.76
1703, 48190, 3.83
4683, 48149, 3.28
14890, 48112, 3.25
1843, 48004, 3.22
10078, 47904, 3.22
2953, 47811, 3.66
290, 47651, 3.58
8379, 47639, 3.77
15105, 47601, 3.62
9685, 47504, 3.24
331, 47167, 3.62
17482, 47152, 3.63
14953, 47080, 3.76
17508, 47078, 3.79
13298, 47077, 3.39
16948, 47055, 3.21
15345, 47048, 2.95
3463, 46978, 3.74
16415, 46697, 3.72
5327, 46673, 3.62
14545, 46584, 3.52
6449, 46533, 3.38
12493, 46509, 3.68
14218, 46239, 3.87
4216, 46150, 3.22
14280, 45963, 4.12
13439, 45883, 3.81
7521, 45843, 3.18
7928, 45682, 3.94
4141, 45636, 3.54
1324, 45620, 4.04
7219, 45456, 4.03
13412, 45166, 3.88
10158, 45142, 3.59
2128, 45069, 3.9
15952, 45039, 3.39
7513, 44941, 3.84
17189, 44916, 3.89
10436, 44885, 3.4
16357, 44880, 3.47
16063, 44877, 3.91
5363, 44761, 3.37
14484, 44489, 3.47
13887, 44482, 3.71
14618, 44434, 3.52
12052, 44384, 3.95
2992, 44295, 3.65
15070, 44240, 4.16
16469, 44239, 3.41
6989, 44183, 3.33
14209, 44178, 3.57
16147, 44178, 4.43
16223, 44171, 4.05
658, 44001, 3.63
8016, 43979, 2.88
8317, 43748, 3.76
11323, 43744, 3.33
15409, 43710, 3.43
5538, 43630, 3.92
1625, 43518, 4.14
17031, 43471, 3.17
17174, 43454, 3.88
13524, 43427, 3.37
3418, 43421, 3.27
8107, 43381, 3.85
7828, 43354, 3.5
6450, 43325, 4.1
241, 43122, 4.16
15084, 43111, 3.56
16703, 43104, 3.57
14198, 43019, 4.03
17709, 42942, 3.86
1590, 42933, 3.93
14296, 42885, 3.79
7779, 42875, 3.71
4697, 42872, 3.96
2395, 42843, 3.46
6231, 42773, 3.44
12501, 42743, 3.87
3138, 42727, 3.55
8806, 42691, 4.03
8467, 42633, 3.4
3684, 42540, 3.85
16380, 42495, 3.27
7067, 42457, 2.89
7786, 42307, 3.97
3966, 42223, 3.66
16406, 42116, 3.58
1267, 42113, 3.12
5561, 42100, 4.14
1659, 42046, 3.68
15063, 41968, 3.28
4633, 41850, 4.15
10429, 41780, 3.43
13129, 41754, 4.17
2578, 41703, 3.73
4931, 41679, 2.81
9863, 41664, 3.14
5069, 41595, 3.74
10212, 41544, 3.67
8333, 41485, 2.99
2009, 41437, 3.38
14364, 41401, 3.49
1466, 41355, 3.74
11745, 41346, 3.27
12056, 41166, 3.47
4727, 41128, 4.14
12473, 41061, 3.93
4402, 41028, 3.35
5223, 40950, 3.51
1571, 40841, 3.83
12140, 40829, 3.73
13534, 40776, 3.69
3936, 40767, 3.05
1046, 40744, 3.37
16605, 40724, 3.94
8295, 40704, 3.73
14302, 40581, 4.46
16499, 40461, 3.89
12280, 40411, 3.8
15339, 40364, 3.47
16552, 40295, 3.66
9170, 40251, 3.47
4256, 40201, 3.65
3730, 40191, 3.95
1509, 40153, 3.55
2922, 40024, 3.7
8413, 39983, 3.43
334, 39875, 3.56
3648, 39858, 3.64
8334, 39764, 3.65
28, 39752, 3.82
2178, 39722, 3.94
12828, 39688, 3.42
11164, 39515, 4.24
14042, 39508, 3.34
15381, 39427, 3.81
16721, 39355, 3.78
14960, 39257, 3.43
8981, 39220, 3.13
13318, 39215, 3.18
1255, 39037, 3.91
9054, 39031, 3.39
17621, 39002, 3.49
7586, 38778, 4.12
705, 38680, 3.64
4393, 38659, 3.4
8851, 38628, 3.81
12675, 38615, 3.78
6445, 38613, 4.12
5760, 38571, 4.44
13273, 38518, 3.72
3798, 38514, 4.16
16465, 38402, 3.53
12092, 38392, 2.83
16912, 38386, 3.52
1642, 38378, 4.03
143, 38362, 3.85
4914, 38289, 3.13
9481, 38279, 3.69
12799, 38225, 3.48
11139, 38198, 3.43
16236, 38137, 3.51
17506, 38115, 3.14
2000, 38056, 3.68
16984, 37995, 3.23
12497, 37921, 3.39
10379, 37896, 3.59
13384, 37884, 3.71
10027, 37880, 3.83
12890, 37825, 3.59
13015, 37821, 3.91
10344, 37819, 3.41
16825, 37793, 3.66
15296, 37514, 4.51
14584, 37492, 3.82
17580, 37408, 3.0
8301, 37367, 3.14
6117, 37361, 3.99
963, 37310, 3.89
8989, 37267, 3.56
2594, 37066, 3.15
12238, 37015, 3.14
11701, 36991, 3.7
6902, 36855, 3.74
11696, 36824, 3.54
13959, 36790, 3.71
9593, 36775, 3.81
3650, 36741, 3.81
5601, 36600, 3.86
5997, 36526, 3.67
8809, 36519, 3.44
443, 36515, 3.97
6166, 36490, 3.96
15853, 36484, 3.45
270, 36431, 4.29
16075, 36342, 3.77
3148, 36263, 3.47
7879, 36258, 3.59
9415, 36238, 3.38
9378, 36237, 3.89
6235, 36054, 3.82
2499, 36030, 3.05
13795, 36021, 3.53
8651, 35955, 3.39
15715, 35873, 3.52
13217, 35852, 3.58
361, 35849, 3.64
4829, 35846, 3.75
8045, 35750, 3.67
13981, 35747, 3.48
9689, 35713, 3.97
7249, 35694, 2.86
2960, 35686, 2.74
16262, 35662, 3.46
5320, 35643, 3.29
6874, 35538, 3.44
1174, 35537, 3.96
199, 35509, 3.89
8585, 35505, 3.65
3579, 35457, 3.32
4805, 35416, 3.85
11859, 35367, 3.77
4833, 35349, 3.15
5055, 35335, 3.51
7523, 35230, 3.85
5056, 35183, 3.23
3446, 35127, 4.17
9528, 35109, 4.17
4369, 35095, 3.29
4977, 35088, 3.57
8116, 35062, 4.47
1305, 35026, 3.35
6716, 34997, 3.42
1066, 34941, 3.76
2457, 34898, 3.63
16201, 34846, 3.82
6702, 34810, 3.57
15209, 34797, 3.9
11999, 34618, 3.22
7430, 34591, 4.33
15902, 34484, 4.01
16997, 34420, 3.39
11047, 34304, 3.6
11013, 34205, 3.04
16008, 34199, 3.83
5434, 34079, 3.0
13074, 34013, 3.51
17134, 33920, 3.24
5360, 33906, 3.99
12071, 33900, 3.71
16711, 33880, 4.41
15953, 33823, 3.47
550, 33797, 3.46
12471, 33791, 3.35
16169, 33757, 3.07
17692, 33752, 3.04
4506, 33731, 3.92
12184, 33727, 4.33
4159, 33723, 3.36
2171, 33708, 3.75
16181, 33658, 3.32
8531, 33599, 3.96
7882, 33518, 3.3
5477, 33401, 3.26
10241, 33382, 3.46
4135, 33354, 3.87
14459, 33304, 3.58
4906, 33227, 3.4
4488, 33175, 3.55
11771, 33097, 3.07
11573, 33056, 4.16
10759, 33041, 2.6
15531, 32981, 3.65
13493, 32971, 3.95
9265, 32960, 3.44
17474, 32952, 4.1
3315, 32866, 4.03
1289, 32832, 2.76
692, 32828, 3.51
17526, 32781, 3.97
1832, 32769, 3.6
15540, 32696, 3.43
8881, 32685, 3.39
17703, 32676, 2.79
16596, 32666, 3.77
15436, 32659, 3.71
12399, 32644, 3.55
16016, 32546, 3.2
10152, 32533, 3.79
15815, 32508, 3.3
15342, 32489, 3.48
6060, 32479, 3.07
12546, 32383, 3.27
5430, 32366, 3.73
7356, 32361, 3.33
4956, 32344, 3.94
6034, 32323, 2.7
11277, 32309, 3.82
13847, 32247, 4.03
14601, 32245, 3.97
5589, 32218, 3.08
17762, 32110, 3.65
3875, 32097, 3.99
13488, 32045, 3.68
13856, 32031, 4.03
273, 32027, 3.36
16698, 31935, 3.81
2192, 31933, 3.8
12172, 31925, 3.53
13809, 31859, 3.36
14664, 31853, 3.85
9144, 31743, 4.08
872, 31691, 4.2
14233, 31671, 3.52
7055, 31610, 3.48
8966, 31593, 3.44
789, 31537, 3.79
6050, 31534, 3.55
10986, 31462, 3.27
5836, 31432, 3.2
3824, 31413, 3.53
3197, 31408, 3.23
15421, 31389, 3.97
4080, 31372, 3.42
8447, 31248, 4.45
14039, 31147, 3.82
6266, 31132, 3.48
2734, 31058, 3.29
16532, 31039, 3.68
14698, 31004, 3.28
12365, 30973, 3.57
4389, 30958, 3.38
6240, 30831, 3.91
15578, 30806, 3.56
15671, 30799, 3.45
896, 30593, 3.43
14203, 30593, 3.08
4384, 30580, 3.56
13342, 30546, 3.22
12838, 30435, 3.96
11673, 30417, 3.49
3198, 30335, 3.3
17513, 30277, 3.5
2252, 30245, 3.63
13466, 30195, 2.95
7701, 30165, 3.82
111, 30127, 3.08
3017, 30113, 3.71
15057, 30070, 3.86
3541, 30059, 3.81
8099, 30046, 3.16
3626, 29943, 3.49
413, 29909, 3.41
6221, 29904, 3.86
6119, 29820, 2.99
12974, 29791, 3.69
3165, 29762, 3.58
1877, 29753, 3.91
5191, 29721, 3.12
15997, 29620, 4.02
17004, 29559, 3.62
4364, 29537, 3.69
2001, 29488, 3.31
7184, 29450, 3.68
8928, 29392, 3.18
17321, 29372, 3.89
8339, 29356, 3.78
2360, 29225, 4.1
8635, 29223, 3.19
11090, 29171, 3.7
17381, 29114, 3.97
14918, 29104, 3.43
17293, 29046, 2.97
2690, 28955, 3.85
295, 28954, 3.31
13056, 28950, 3.3
12014, 28929, 3.13
12221, 28895, 3.83
6336, 28891, 3.52
3256, 28857, 3.14
3085, 28801, 2.94
15110, 28769, 3.47
12186, 28759, 3.76
5727, 28679, 3.6
5237, 28640, 3.24
10428, 28612, 3.64
5778, 28610, 3.68
12818, 28577, 3.59
13128, 28572, 3.71
3817, 28557, 3.86
10835, 28544, 3.34
8619, 28511, 3.32
10363, 28468, 3.51
528, 28454, 2.98
4932, 28448, 3.55
12530, 28444, 4.42
14407, 28411, 3.7
11886, 28395, 3.51
15465, 28389, 3.23
4862, 28370, 3.83
2554, 28346, 3.52
13955, 28300, 3.29
12694, 28260, 3.44
14978, 28239, 3.99
15424, 28129, 3.41
2495, 28079, 3.0
4341, 28076, 3.39
8512, 27977, 3.48
15129, 27916, 4.01
9508, 27895, 3.08
16303, 27772, 3.48
6223, 27760, 3.47
11638, 27692, 3.64
1918, 27667, 3.13
15496, 27661, 3.65
15078, 27648, 3.52
494, 27601, 4.0
14702, 27479, 3.95
1700, 27449, 3.58
2015, 27445, 3.79
5287, 27398, 3.76
13501, 27362, 3.39
257, 27357, 3.91
10739, 27308, 3.44
16325, 27259, 3.56
9298, 27256, 3.44
7381, 27168, 3.15
15182, 27165, 3.19
13827, 27149, 3.27
2443, 27140, 3.97
3466, 27140, 3.3
4392, 27127, 3.86
6339, 27125, 3.71
12570, 27101, 3.29
330, 27038, 3.46
10372, 27010, 4.01
11544, 27010, 3.47
3893, 26961, 3.52
11186, 26945, 3.57
11271, 26944, 4.08
12513, 26927, 3.55
2016, 26926, 3.79
17589, 26899, 2.97
13418, 26894, 3.33
2890, 26831, 4.07
13433, 26774, 3.36
13058, 26741, 3.69
720, 26718, 3.84
10231, 26662, 3.73
5137, 26631, 3.73
6337, 26620, 3.21
13519, 26602, 2.72
13840, 26599, 3.6
7991, 26586, 3.15
12843, 26553, 3.61
17002, 26542, 3.68
11446, 26532, 3.76
5087, 26501, 3.68
4520, 26500, 3.68
9614, 26487, 3.66
5448, 26473, 3.21
6268, 26457, 2.92
2675, 26444, 2.5
3611, 26407, 3.21
7989, 26359, 4.03
7179, 26265, 3.99
6599, 26237, 3.54
3274, 26224, 3.72
15532, 26208, 3.39
14507, 26202, 3.3
6911, 26187, 3.43
16158, 26167, 3.72
3161, 26154, 3.09
10734, 26116, 3.84
11647, 26093, 3.39
17424, 26061, 4.01
1682, 25961, 3.69
10080, 25954, 4.43
9433, 25905, 4.05
8818, 25873, 3.52
14759, 25857, 3.45
12792, 25844, 3.91
14056, 25833, 3.96
14755, 25815, 2.7
15064, 25807, 3.8
11612, 25797, 3.52
14317, 25727, 2.95
1861, 25712, 3.08
16150, 25676, 3.85
6673, 25635, 2.98
4149, 25581, 3.37
13007, 25568, 3.88
11658, 25535, 3.1
4739, 25465, 3.55
10596, 25403, 3.15
6133, 25385, 3.58
6195, 25352, 3.19
10491, 25343, 3.91
17319, 25298, 3.82
442, 25292, 3.93
14646, 25265, 3.33
4778, 25247, 3.48
7483, 25247, 3.71
4660, 25232, 3.4
10230, 25184, 3.36
11132, 25184, 3.29
9156, 25181, 3.63
15956, 25154, 3.54
7494, 25151, 3.65
6687, 25115, 3.06
5071, 25111, 3.67
851, 25100, 3.89
15662, 25037, 3.99
14192, 25011, 3.37
11134, 24999, 3.68
6736, 24893, 3.8
13629, 24889, 3.91
1367, 24880, 3.6
4109, 24852, 3.26
14476, 24840, 3.23
311, 24835, 3.58
10114, 24831, 3.11
15429, 24805, 3.94
7048, 24777, 3.26
14855, 24736, 3.62
17053, 24735, 3.01
16977, 24715, 3.09
6243, 24659, 3.51
12600, 24659, 3.74
1314, 24605, 3.8
5528, 24508, 3.68
14602, 24506, 3.72
12508, 24477, 3.73
1770, 24446, 3.89
17008, 24428, 3.43
6398, 24420, 3.16
7643, 24410, 3.91
3489, 24407, 3.66
10886, 24393, 2.84
15712, 24389, 3.23
17541, 24389, 3.44
252, 24387, 3.39
3098, 24275, 3.19
12206, 24262, 4.07
14480, 24225, 3.4
6908, 24190, 3.32
746, 24127, 3.53
223, 24125, 4.21
15689, 24118, 4.01
1467, 24089, 3.71
13555, 24002, 2.85
15440, 23997, 3.73
16203, 23978, 3.29
10620, 23973, 4.06
4479, 23884, 3.74
15449, 23877, 3.46
8524, 23792, 3.98
9381, 23772, 3.81
17085, 23767, 4.48
7145, 23764, 3.6
12015, 23730, 3.31
13207, 23728, 3.91
11051, 23719, 3.83
10162, 23711, 3.99
937, 23691, 3.72
5414, 23646, 4.06
13771, 23620, 3.39
7517, 23614, 3.5
473, 23602, 4.03
6255, 23566, 2.99
6596, 23485, 3.22
5309, 23374, 4.15
5656, 23342, 3.71
3355, 23329, 3.56
10421, 23298, 2.93
4546, 23270, 3.39
5730, 23257, 3.25
16302, 23254, 4.48
6362, 23190, 3.6
3617, 23174, 3.14
9788, 23174, 3.53
10894, 23165, 3.07
5946, 23163, 3.55
8086, 23130, 3.21
4884, 23103, 4.09
9940, 23084, 3.55
9160, 23062, 3.54
5050, 22979, 4.09
15733, 22973, 3.63
3350, 22914, 2.99
11805, 22909, 2.74
7208, 22906, 3.52
9003, 22890, 3.48
3522, 22851, 3.03
1901, 22848, 3.64
2851, 22819, 3.52
6437, 22803, 2.85
8370, 22799, 3.6
1645, 22793, 3.23
12560, 22751, 3.85
6642, 22747, 3.93
10899, 22719, 3.51
13098, 22688, 3.02
12633, 22659, 3.56
4761, 22625, 3.32
11242, 22564, 3.78
8669, 22529, 3.62
12301, 22505, 3.36
2172, 22498, 4.4
2153, 22447, 3.28
6281, 22417, 3.75
2866, 22415, 3.44
13251, 22369, 3.8
12195, 22359, 3.82
2139, 22332, 3.53
5025, 22316, 3.82
10461, 22294, 3.81
4874, 22226, 3.53
16992, 22211, 3.67
3015, 22198, 2.91
148, 22194, 3.3
10889, 22173, 3.47
17302, 22170, 3.63
13865, 22129, 3.5
9110, 22119, 3.53
1890, 22098, 3.74
9032, 22091, 3.37
16760, 22087, 3.32
17537, 22067, 3.41
6721, 22034, 3.15
9613, 22009, 3.15
10673, 22001, 3.3
7987, 21940, 3.17
7534, 21928, 3.57
2779, 21926, 2.72
10229, 21926, 3.07
10773, 21918, 3.49
11882, 21893, 3.97
16306, 21891, 3.85
14827, 21873, 3.59
10255, 21867, 3.95
