2133714, 2128
608538, 2127
2378918, 2126
328212, 2125
2600868, 2124
1635582, 2124
2316337, 2123
1109700, 2123
2040853, 2123
847313, 2123
315168, 2123
2455340, 2122
227799, 2121
1120091, 2121
2136526, 2121
1790158, 2120
2264426, 2120
349331, 2120
2125368, 2120
401047, 2119
184888, 2119
1801528, 2118
1161725, 2118
2332765, 2117
109177, 2117
2120912, 2117
1409104, 2116
511883, 2116
716091, 2116
1039555, 2114
894205, 2113
1280761, 2113
2086265, 2113
1992205, 2113
2039272, 2112
1743756, 2111
2198070, 2110
2152465, 2110
2120864, 2110
2243435, 2110
2118885, 2110
262411, 2108
5980, 2107
1488926, 2107
652618, 2107
168523, 2106
1047830, 2106
43530, 2106
332300, 2105
2598647, 2105
1009622, 2104
2077046, 2104
545026, 2103
1439882, 2103
391521, 2103
827240, 2102
2621201, 2102
1758002, 2102
2000256, 2100
838130, 2100
2552315, 2099
2021377, 2097
486798, 2096
197101, 2095
844049, 2095
581952, 2095
1268483, 2095
2286189, 2094
151153, 2092
2513873, 2092
1477153, 2092
1814136, 2091
1293514, 2088
1841531, 2088
2621962, 2087
